Sat.ElapsedSecs           Sat.Earth.RMAG            Sat.Earth.Latitude        Sat.Earth.Longitude       Sat.VX                    Sat.VY                    Sat.VZ                    
19927.79287181329         17128.29595211823         15.75799854254366         -35.63941385987684        -3.619988523243188        -1.7493624890597          -0.9596300042324101       
20291.28394676372         17749.90665590344         13.93872350454875         -33.0599613095766         -3.220586493529435        -1.977743912266535        -1.082468722795677        
20679.77754621534         18335.30387213251         12.05536070792097         -30.6563887165276         -2.803330455473934        -2.178514160906691        -1.190263347414541        
21094.3769413163          18872.07109522529         10.10799997358057         -28.40405071535209        -2.368369396660799        -2.351490076152691        -1.282915701523181        
21531.1703403946          19341.53139185677         8.116215468041569         -26.29795015252227        -1.920333378519161        -2.494707346646905        -1.359373444713837        
21986.31193726324         19728.05366096196         6.093909219994664         -24.32002338212959        -1.462753407030404        -2.607268742364619        -1.419160269565308        
22457.27881699568         20019.68291179304         4.044870173035044         -22.43860790608355        -0.9969777802935469       -2.689018143416308        -1.462195775991034        
22941.11223891377         20206.12085460855         1.971640265719948         -20.61895266941686        -0.5241291074856648       -2.739629329711816        -1.488306437033655        
23434.24296757439         20279.18688874496         -0.1231773675367279       -18.82412596127743        -0.04539184477474734      -2.758536977888237        -1.497188975630646        
23932.47856381349         20233.52433515999         -2.236173203527981        -17.01542691877994        0.4378243965116178        -2.744956618355551        -1.488421670644801        
24431.21253827121         20067.26462158133         -4.363090565661543        -15.15246548035454        0.9238850696916435        -2.697928597693759        -1.461488215047235        
24925.78061611857         19782.32355139034         -6.499199216396956        -13.19308580152424        1.41103015848089          -2.616323092735711        -1.415780135924233        
25411.76829988835         19384.25423931405         -8.639382034011007        -11.09343807812925        1.897411334784467         -2.498798483382166        -1.350574065305451        
25885.22735737497         18881.7824126939          -10.77785888804482        -8.80802913305795         2.381049590074377         -2.343739494536565        -1.264998246335179        
26342.68535154406         18286.34040561565         -12.90702642226622        -6.290315298388019        2.859599791286163         -2.149253637210638        -1.158031232390702        
26777.04213042744         17618.41067409192         -14.99612104888057        -3.521653535780762        3.325648901623659         -1.915699027232835        -1.029887776439134        
27184.02173715876         16899.57982841469         -17.01916901523172        -0.4850635797881488       3.773130309696972         -1.643940834618572        -0.8810537823884339       
27563.17603621865         16147.02480391266         -18.96128164000083        2.848905199113143         4.198710677362892         -1.333707892401842        -0.7113900630676619       
27914.7385963588          15376.51383716564         -20.8042781409863         6.506688465511017         4.598598978062503         -0.9847982081332689       -0.5207959918442706       
28239.34568041004         14602.40712049261         -22.52542543550609        10.50951058691503         4.968322696536889         -0.5973610234764766       -0.3093632866540906       
